Day,T,TM,Tm,SLP,H,PP,VV,V,VM,VG,RA,SN,TS,FG
1,12.2,23.9,5.7,1014.5,88,0,0.3,0.7,5.4,, , , ,o
2,11.8,20.1,8.4,1015.3,89,0,0.3,2.8,9.4,, , , ,o
3,11.3,18.2,6.7,1015.6,85,0,0.6,3.5,9.4,, , , ,o
4,,,,,,,,,,, , , ,o
5,,,,,,,,,,, , , ,o
6,,,,,,,,,,, , , ,o
7,13.2,20.8,6.4,1015.2,69,0,1.4,8.5,14.8,, , , ,o
8,12.1,20.7,5,1017.6,72,0,1.4,3.9,11.1,, , , , 
9,12.2,21.7,4.2,1019.1,75,0,1.4,5.7,18.3,, , , ,o
10,,,,,,,,,,, , , , 
11,,,,,,,,,,, , , , 
12,,,,,,,,,,,o, , , 
13,13.6,23.7,5.5,1016.1,68,0,1.4,4.4,18.3,, , , ,o
14,14,23.7,5.7,1016.2,69,0,2.3,4.8,14.8,, , , , 
15,14.7,25,6.4,1015.6,70,0,1.4,9.4,24.1,, , , , 
16,,,,,,,,,,, , , , 
17,,,,,,,,,,, , , ,o
18,,,,,,,,,,, , , ,o
19,15.8,24.2,9.5,1016,79,0,1,4.6,11.1,, , , ,o
20,14.2,24.9,8,1014.9,75,0,0.6,5,13,, , , ,o
21,13.9,25.2,5,1014.7,70,0,1.9,0.4,3.5,, , , ,o
22,,,,,,,,,,, , , , 
23,,,,,,,,,,,o, ,o, 
24,,,,,,,,,,, , , ,o
25,12.5,18.9,8.8,1013.4,90,0,0.6,8.3,16.5,, , , ,o
26,12.1,18.4,7,1014.1,89,0,0.5,4.4,9.4,, , , ,o
27,13,20.2,8,1014.4,79,0,0.6,4.3,9.4,, , , ,o
28,,,,,,,,,,, , , ,o
29,,,,,,,,,,, , , ,o
30,,,,,,,,,,, , , , 
31,17.2,26.9,9.9,1014.3,69,0,1.4,13,25.9,, , , , 
